chart_id,model,question,explanation,vega_lite_spec,spec
2kmpy10btl65kr2j,gpt-5.4-nano,What is the average of the percentage of responses in the last three years of Favourable views of the US?,"- Filters data from 2015 to 2017
- Average the the percentage of responses of Favourable views of U.S from filtered data","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/2kmpy10btl65kr2j.csv""},""description"":""Multiple line chart for 2kmpy10btl65kr2j.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Opinion_Type"",""legend"":{""labelFontSize"":11,""title"":""Opinion_Type"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Percentage_of_Respondents"",""titleFontSize"":13,""titlePadding"":10},""field"":""Percentage_of_Respondents"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Opinion_Type"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Opinion_Type"",""title"":""Opinion_Type"",""type"":""nominal""},{""field"":""Percentage_of_Respondents"",""title"":""Percentage_of_Respondents"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Percentage_of_Respondents"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2015"",""2017""],""xKindHint"":""temporal""}],""ops2"":[{""field"":""Percentage_of_Respondents"",""group"":""Favorable view of US"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""average""}],""text_chunks"":{""ops"":""- Filters data from 2015 to 2017"",""ops2"":""- Average the the percentage of responses of Favourable views of U.S from filtered data""}}"
0vqxnzu0mpbz12ch,gpt-5.4-nano,Which of the differences between 2018 and 2019 or the differences between 2023 and 2025 is the bigger value?,"- Calculate the difference between 2019 and 2018, the difference between 2025 and 2023
- Compare which of each difference is greater","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/0vqxnzu0mpbz12ch.csv""},""description"":""Simple Bar chart for 0vqxnzu0mpbz12ch.csv"",""encoding"":{""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Share of population with a smartphone"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share of population with a smartphone"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""diff"",""signed"":true,""targetA"":""2019"",""targetB"":""2018""},{""field"":""Share of population with a smartphone"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""diff"",""signed"":true,""targetA"":""2025*"",""targetB"":""2023*""}],""ops2"":[{""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Calculate the difference between 2019 and 2018 Calculate the difference between 2025 and 2023"",""ops2"":""Compare which of each difference is greater""}}"
19xwo5oscmgpcdyl,gpt-5.4-nano,What the average of the agricultural values for all years in which the value of industry is greater than 0.2?,"- Find all years in which the value of indusrtry is greater than 0.2.
- Average the agricultural values for all years found.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/19xwo5oscmgpcdyl.csv""},""description"":""Stacked Bar chart for 19xwo5oscmgpcdyl.csv"",""encoding"":{""color"":{""field"":""Energy_Type"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Subsidies_Billion_USD"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Subsidies_Billion_USD"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":"">"",""value"":0.2}],""ops2"":[{""field"":""Subsidies_Billion_USD"",""group"":""Oil"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""average""}],""text_chunks"":{""ops"":""Find all years in which the value of indusrtry is greater than 0.2."",""ops2"":""Average the agricultural values for all years found.""}}"
0wgqpso2vnilpym6,gpt-5.4-nano,Is the difference between Alaska's 2000 value and 2020 value greater than Total's 2020 minus 2000 value?,"- Subtract Alaska's 2020 value from Alaska's 2000 value
- Subtract Total's 2000 value from Total's 2020 value
- Compare each","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0wgqpso2vnilpym6.csv""},""description"":""Grouped bar chart for 0wgqpso2vnilpym6.csv"",""encoding"":{""color"":{""field"":""Year"",""type"":""nominal""},""column"":{""field"":""Region"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Year"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Production in million barrels per day"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Production in million barrels per day"",""groupA"":""Alaska"",""groupB"":""Alaska"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""diff"",""signed"":true,""targetA"":""2000"",""targetB"":""2020""}],""ops2"":[{""field"":""Production in million barrels per day"",""groupA"":""Total"",""groupB"":""Total"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""diff"",""signed"":true,""targetA"":""2020"",""targetB"":""2000""}],""ops3"":[{""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Subtract Alaska's 2020 value from Alaska's 2000 value"",""ops2"":""Subtract Total's 2000 value from Total's 2020 value"",""ops3"":""Compare each""}}"
651x1l1swysyy6vp,gpt-5.4-nano,When was the fifth highest percentage of the values on the chart?,"- Sort in order of percent higher
- Check the date of the fifth highest percentage.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/651x1l1swysyy6vp.csv""},""description"":""Simple line chart for 651x1l1swysyy6vp.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Date"",""titleFontSize"":13,""titlePadding"":10},""field"":""Date"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Share of respondents who are worried"",""titleFontSize"":13,""titlePadding"":10},""field"":""Share of respondents who are worried"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Date"",""title"":""Date"",""type"":""ordinal""},{""field"":""Share of respondents who are worried"",""title"":""Share of respondents who are worried"",""type"":""quantitative""}],""x"":{""field"":""Date"",""type"":""ordinal""},""y"":{""field"":""Share of respondents who are worried"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Share of respondents who are worried"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sort"",""order"":""desc""}],""ops2"":[{""field"":""Share of respondents who are worried"",""from"":""left"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""n"":5,""op"":""nth"",""orderField"":""Date""}],""text_chunks"":{""ops"":""Sort in order of percent higher"",""ops2"":""Check the date of the fifth highest percentage.""}}"
2s65jcap9pn289qx,gpt-5.4-nano,What is the sum of the differences between women and men in the last five years?,"- Filter data from 2016 to 2020
- Find both the differences between women and men in the filtered data.
- Add all the values","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/2s65jcap9pn289qx.csv""},""description"":""Multiple line chart for 2s65jcap9pn289qx.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Gender"",""legend"":{""labelFontSize"":11,""title"":""Gender"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Population_Million_Inhabitants"",""titleFontSize"":13,""titlePadding"":10},""field"":""Population_Million_Inhabitants"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Gender"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Gender"",""title"":""Gender"",""type"":""nominal""},{""field"":""Population_Million_Inhabitants"",""title"":""Population_Million_Inhabitants"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Population_Million_Inhabitants"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2016"",""2020""],""xKindHint"":""temporal""}],""ops2"":[{""absolute"":false,""by"":""Year"",""field"":""Population_Million_Inhabitants"",""groupA"":""Female"",""groupB"":""Male"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""pairDiff"",""seriesField"":""Gender"",""signed"":true}],""ops3"":[{""field"":""Population_Million_Inhabitants"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""sum""}],""text_chunks"":{""ops"":""- Filter data from 2016 to 2020"",""ops2"":""- Find both the differences between women and men in the filtered data."",""ops3"":""- Add all the values""}}"
0vvz9mdgdiazke5o,gpt-5.4-nano,What the average of values from 2012 to 2015?,"- Filter data from 2012 to 2015
- Add all the values from filtered data","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/0vvz9mdgdiazke5o.csv""},""description"":""Simple Bar chart for 0vvz9mdgdiazke5o.csv"",""encoding"":{""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Gross payment volume in billion USD"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2012"",""2015""],""xKindHint"":""nominal""}],""ops2"":[{""field"":""Gross payment volume in billion USD"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""text_chunks"":{""ops"":""Filter data from 2012 to 2015"",""ops2"":""Add all the values from filtered data""}}"
19msoowya2szdynd,gpt-5.4-nano,What is the sum of the Coal values for all years in which the value of Gas is greater than 1/3 of the value of Oil?,"- For all years, divide the oil value by 3 and filter all years with larger gas values compared to the value of gas.
- Add all Coal values from filtered years.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/19msoowya2szdynd.csv""},""description"":""Stacked Bar chart for 19msoowya2szdynd.csv"",""encoding"":{""color"":{""field"":""Sector"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Share_of_GDP"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share_of_GDP"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":"">"",""value"":0.3333333333333333}],""ops2"":[{""field"":""Share_of_GDP"",""group"":""Agriculture"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""text_chunks"":{""ops"":""For all years, divide the oil value by 3 and filter all years with larger gas values compared to the value of gas."",""ops2"":""Add all Coal values from filtered years.""}}"
0xc7sx6ll8fl5rgh,gpt-5.4-nano,What is the average of the vote share at an age when Clinton received a lower vote share?,"- Filters the age group where Clinton gets a lower vote share.
- Find the average of the votes for a filtered age group.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0xc7sx6ll8fl5rgh.csv""},""description"":""Grouped bar chart for 0xc7sx6ll8fl5rgh.csv"",""encoding"":{""color"":{""field"":""Candidate"",""type"":""nominal""},""column"":{""field"":""Age Group"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Candidate"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Percentage of votes"",""type"":""quantitative""}},""mark"":""bar""}","{""ops2"":[{""field"":""Percentage of votes"",""group"":""Hillary Clinton"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":2,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""average""}],""text_chunks"":{""ops2"":""Find the average of the votes for a filtered age group.""}}"
66va2s35es5t86l3,gpt-5.4-nano,What is the year with the largest increase compared to the previous year?,"- Find the difference between the current value and the previous data value for all years with previous years.
- Find the year in which the highest value was recorded among the differences.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/66va2s35es5t86l3.csv""},""description"":""Simple line chart for 66va2s35es5t86l3.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""In millions"",""titleFontSize"":13,""titlePadding"":10},""field"":""In millions"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""In millions"",""title"":""In millions"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""In millions"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""absolute"":false,""field"":""In millions"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""lagDiff"",""order"":""asc""}],""ops2"":[{""field"":""In millions"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Find the difference between the current value and the previous data value for all years with previous years."",""ops2"":""Find the year in which the highest value was recorded among the differences.""}}"
3tc31k5k2o6wmvyp,gpt-5.4-nano,How many dates were there in total when the percentage sum of dem and rep was less than 70?,"- For all days, the sum of each dem and rep values is obtained, and values higher than 70 are filtered.
- Count the total number of filtered values","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/3tc31k5k2o6wmvyp.csv""},""description"":""Multiple line chart for 3tc31k5k2o6wmvyp.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Candidate_Support"",""legend"":{""labelFontSize"":11,""title"":""Candidate_Support"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Date"",""titleFontSize"":13,""titlePadding"":10},""field"":""Date"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Percent_Do_Not_Want_Reelected"",""titleFontSize"":13,""titlePadding"":10},""field"":""Percent_Do_Not_Want_Reelected"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Candidate_Support"",""type"":""nominal""},""tooltip"":[{""field"":""Date"",""title"":""Date"",""type"":""ordinal""},{""field"":""Candidate_Support"",""title"":""Candidate_Support"",""type"":""nominal""},{""field"":""Percent_Do_Not_Want_Reelected"",""title"":""Percent_Do_Not_Want_Reelected"",""type"":""quantitative""}],""x"":{""field"":""Date"",""type"":""ordinal""},""y"":{""field"":""Percent_Do_Not_Want_Reelected"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Percent_Do_Not_Want_Reelected"",""group"":[""Support Dem candidate"",""Support Rep candidate""],""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""},{""field"":""Percent_Do_Not_Want_Reelected"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""<"",""value"":70}],""ops2"":[{""field"":""Percent_Do_Not_Want_Reelected"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""count""}],""text_chunks"":{""ops"":""- For all days, the sum of each dem and rep values is obtained, and values higher than 70 are filtered."",""ops2"":""- Count the total number of filtered values""}}"
